50
82,3,52,54,44,34,88,62,11,8,2,14,14,58,71,10,25,99,29,70,8,73,14,13,17,6,27,84,11,56,42,94,52,77,11,34,5,70,57,33,7,80,32,5,19,32,96,39,24,98
1,33,43,9,61,85,87,65,58,42,77,11,79,33,38,69,66,53,4,32,100,81,94,76,27,13,31,11,3,56,78,21,64,67,89,90,40,97,45,17,79,31,89,17,33,79,2,49,78,44
63,39,45,30,59,33,1,4,4,93,67,13,44,5,13,35,27,4,7,50,66,86,51,37,6,53,39,64,28,43,73,74,15,13,90,7,28,75,8,75,4,38,5,79,30,29,61,82,39,11
5
6













































